WORKBOOK_NAME,PROJECT_NAME,DASHBOARD_NAME,DASHBOARD_PATH,DATASOURCE_NAME,TABLE_NAME
UAT - PO Lifecycle Dashboard,Procurement UAT,Purchase Order Counts By Status,UAT-POLifecycleDashboard/PurchaseOrderCountsByStatus,UAT - PO Lifecycle,DIM_GL_ACCOUNTS
UAT - PO Lifecycle Dashboard_New UI Version,Procurement UAT,Purchase Order Counts By Status,UAT-POLifecycleDashboard_NewUIVersion/PurchaseOrderCountsByStatus,PO Lifecycle,DIM_GL_ACCOUNTS
UAT - PO Lifecycle Dashboard_Without DLS,Archive,Purchase Order Counts By Status,POLifecycleDashboard/PurchaseOrderCountsByStatus,PO Lifecycle,DIM_GL_ACCOUNTS
PO Lifecycle Dashboard,Procurement,Purchase Order Details,POLifecycleDashboard_16966194832140/PurchaseOrderDetails,PO Lifecycle,DIM_GL_ACCOUNTS
PO Lifecycle Dashboard,Procurement,Purchase Order Details,POLifecycleDashboard_16966194832140/PurchaseOrderDetails,PO Lifecycle,DIM_GL_ACCOUNTS
PO Lifecycle Dashboard - New Security,Procurement Dev,Purchase Order Details,POLifecycleDashboard-NewSecurity/PurchaseOrderDetails,PO Lifecycle - New Security,DIM_GL_ACCOUNTS
PO Lifecycle Dashboard - New Security,Archive,Purchase Order Details,POLifecycleDashboard_WithSecurity_v2/PurchaseOrderDetails,PO Lifecycle - New Security,DIM_GL_ACCOUNTS
PO Lifecycle Dashboard - New Security,Procurement Dev,Purchase Order Details,POLifecycleDashboard-NewSecurity/PurchaseOrderDetails,PO Lifecycle - New Security,DIM_GL_ACCOUNTS
PO Lifecycle Dashboard - New Security,Archive,Purchase Order Details,POLifecycleDashboard_WithSecurity_v2/PurchaseOrderDetails,PO Lifecycle - New Security,DIM_GL_ACCOUNTS
PO Lifecycle Dashboard_All Data,Archive,Purchase Order Details,POLifecycleDashboard_AllData/PurchaseOrderDetails,PO Lifecycle_All Data,DIM_GL_ACCOUNTS
PO Lifecycle Dashboard_All Data(By Creation Date),Archive,Purchase Order Details,POLifecycleDashboard_AllDataByCreationDate_16994576653310/PurchaseOrderDetails,PO Lifecycle_All Data,DIM_GL_ACCOUNTS
PO Lifecycle Dashboard_All Data(By Creation Date),Archive,Purchase Order Details,POLifecycleDashboard_AllDataByCreationDate_16994576653310/PurchaseOrderDetails,PO Lifecycle_All Data,DIM_GL_ACCOUNTS
PO Lifecycle Dashboard_With Security,Archive,Purchase Order Details,POLifecycleDashboard_WithSecurity/PurchaseOrderDetails,PO Lifecycle,DIM_GL_ACCOUNTS
PO Lifecycle Dashboard_With Security,Archive,Purchase Order Details,POLifecycleDashboard_WithSecurity/PurchaseOrderDetails,PO Lifecycle,DIM_GL_ACCOUNTS
UAT - PO Lifecycle Dashboard,Procurement UAT,Requisition Counts By Status,UAT-POLifecycleDashboard/RequisitionCountsByStatus,UAT - PO Lifecycle,DIM_GL_ACCOUNTS
UAT - PO Lifecycle Dashboard,Archive,Requisition Counts By Status,POLifecycleDashboard_16952185765550/RequisitionCountsByStatus,PO Lifecycle,DIM_GL_ACCOUNTS
UAT - PO Lifecycle Dashboard,Procurement UAT,Requisition Counts By Status,UAT-POLifecycleDashboard/RequisitionCountsByStatus,UAT - PO Lifecycle,DIM_GL_ACCOUNTS
UAT - PO Lifecycle Dashboard_New UI Version,Procurement UAT,Requisition Counts By Status,UAT-POLifecycleDashboard_NewUIVersion/RequisitionCountsByStatus,PO Lifecycle,DIM_GL_ACCOUNTS
UAT - PO Lifecycle Dashboard_Without DLS,Archive,Requisition Counts By Status,POLifecycleDashboard/RequisitionCountsByStatus,PO Lifecycle,DIM_GL_ACCOUNTS
PO Lifecycle Dashboard,Procurement,Requisition Details,POLifecycleDashboard_16966194832140/RequisitionDetails,PO Lifecycle,DIM_GL_ACCOUNTS
PO Lifecycle Dashboard,Procurement,Requisition Details,POLifecycleDashboard_16966194832140/RequisitionDetails,PO Lifecycle,DIM_GL_ACCOUNTS
PO Lifecycle Dashboard - New Security,Procurement Dev,Requisition Details,POLifecycleDashboard-NewSecurity/RequisitionDetails,PO Lifecycle - New Security,DIM_GL_ACCOUNTS
PO Lifecycle Dashboard - New Security,Archive,Requisition Details,POLifecycleDashboard_WithSecurity_v2/RequisitionDetails,PO Lifecycle - New Security,DIM_GL_ACCOUNTS
PO Lifecycle Dashboard - New Security,Procurement Dev,Requisition Details,POLifecycleDashboard-NewSecurity/RequisitionDetails,PO Lifecycle - New Security,DIM_GL_ACCOUNTS
PO Lifecycle Dashboard - New Security,Archive,Requisition Details,POLifecycleDashboard_WithSecurity_v2/RequisitionDetails,PO Lifecycle - New Security,DIM_GL_ACCOUNTS
PO Lifecycle Dashboard_All Data(By Creation Date),Archive,Requisition Details,POLifecycleDashboard_AllDataByCreationDate_16994576653310/RequisitionDetails,PO Lifecycle_All Data,DIM_GL_ACCOUNTS
PO Lifecycle Dashboard_All Data(By Creation Date),Archive,Requisition Details,POLifecycleDashboard_AllDataByCreationDate_16994576653310/RequisitionDetails,PO Lifecycle_All Data,DIM_GL_ACCOUNTS
PO Lifecycle Dashboard_With Security,Archive,Requisition Details,POLifecycleDashboard_WithSecurity/RequisitionDetails,PO Lifecycle,DIM_GL_ACCOUNTS
PO Lifecycle Dashboard_With Security,Archive,Requisition Details,POLifecycleDashboard_WithSecurity/RequisitionDetails,PO Lifecycle,DIM_GL_ACCOUNTS
Revenue Budget Vs Actuals,Archive,Revenue (Budget Vs Actuals),RevenueBudgetVsActuals/RevenueBudgetVsActuals,Budget Vs Actuals,DIM_GL_ACCOUNTS
Revenue - Periods-Customer & Products,Archive,Revenue Analytics (Peridos),Revenue-Periods-CustomerProducts/RevenueAnalyticsPeridos,GL-Revenue,DIM_GL_ACCOUNTS
Revenue Details,Archive,Revenue Periods-Customer-Product,RevenueDetails/RevenuePeriods-Customer-Product,Revenue Details,DIM_GL_ACCOUNTS
OTC Dashboard,Archive,Sales Orders,OTCDashboard/SalesOrders,Subscription (Orders),DIM_GL_ACCOUNTS
OTC Dashboard,Archive,"Sales Orders (Customer,Ctgry)",OTCDashboard/SalesOrdersCustomerCtgry,Subscription (Orders),DIM_GL_ACCOUNTS
OTC Dashboard,Archive,Sales Orders (Products),OTCDashboard/SalesOrdersProducts,Subscription (Orders),DIM_GL_ACCOUNTS
General Ledger Dashboar,Archive,Sub Ledger Details,GeneralLedgerDashboar/SubLedgerDetails,Sub Ledger,DIM_GL_ACCOUNTS
Revenue - Periods-Customer & Products,Archive,Transaction Details,Revenue-Periods-CustomerProducts/TransactionDetails,GL-Revenue,DIM_GL_ACCOUNTS
Deferred Revenue Dashboard,Account Receivables,Deferred Revenue Dashboard,DeferredRevenueDashboard/DeferredRevenueDashboard,Deferred Revenue,DIM_GL_FXRATES
Deferred Revenue Dashboard,Account Receivables,Deferred Revenue Dashboard,DeferredRevenueDashboard/DeferredRevenueDashboard,Dim - GL Fx Rates,DIM_GL_FXRATES
Deferred Revenue Dashboard,Account Receivables,Deferred Revenue Dashboard,DeferredRevenueDashboard/DeferredRevenueDashboard,Dim - GL Fx Rates,DIM_GL_FXRATES
Deferred Revenue Dashboard - PRD,Account Receivables,Deferred Revenue Dashboard,DeferredRevenueDashboard-PRD/DeferredRevenueDashboard,Dim - GL Fx Rates,DIM_GL_FXRATES
Deferred Revenue Dashboard - PRD,Account Receivables,Deferred Revenue Dashboard,DeferredRevenueDashboard-PRD/DeferredRevenueDashboard,Dim - GL Fx Rates,DIM_GL_FXRATES
Deferred Revenue Dashboard - PRD,Account Receivables,Deferred Revenue Dashboard,DeferredRevenueDashboard-PRD/DeferredRevenueDashboard,Deferred Revenue,DIM_GL_FXRATES
Deferred Revenue Dashboard_testing,General Ledger,Deferred Revenue Dashboard,DeferredRevenueDashboard_testing/DeferredRevenueDashboard,Dim - GL Fx Rates,DIM_GL_FXRATES
Deferred Revenue Dashboard_testing,General Ledger,Deferred Revenue Dashboard,DeferredRevenueDashboard_testing/DeferredRevenueDashboard,Dim - GL Fx Rates,DIM_GL_FXRATES
Deferred Revenue Dashboard_testing,General Ledger,Deferred Revenue Dashboard,DeferredRevenueDashboard_testing/DeferredRevenueDashboard,Deferred Revenue,DIM_GL_FXRATES
Deferred Revenue Dashboard_testing,General Ledger,Deferred Revenue Details,DeferredRevenueDashboard_testing/DeferredRevenueDetails,Deferred Revenue,DIM_GL_FXRATES
Deferred Revenue Dashboard_testing,General Ledger,Deferred Revenue Details,DeferredRevenueDashboard_testing/DeferredRevenueDetails,Dim - GL Fx Rates,DIM_GL_FXRATES
Deferred Revenue Dashboard_testing,General Ledger,Deferred Revenue Details,DeferredRevenueDashboard_testing/DeferredRevenueDetails,Dim - GL Fx Rates,DIM_GL_FXRATES
AP Aging,Procurement Dev,AP Aging,APAging_17038649463800/APAging,AP Aging,DIM_GL_LEDGERS
AP Aging,Procurement Dev,AP Aging,APAging_17038649463800/APAging,AP Aging,DIM_GL_LEDGERS
AP Aging,Procurement,AP Aging,APAging_16966161488100/APAging,AP Aging,DIM_GL_LEDGERS
AP Aging,Procurement,AP Aging,APAging_16966161488100/APAging,AP Aging,DIM_GL_LEDGERS
AP Aging - New UI,Procurement Dev,AP Aging,APAging-NewUI/APAging,AP Aging,DIM_GL_LEDGERS
AP Aging - New UI,Procurement Dev,AP Aging,APAging-NewUI/APAging,AP Aging,DIM_GL_LEDGERS
UAT - AP Aging,Procurement UAT,AP Aging,APAging/APAging,UAT - AP Aging,DIM_GL_LEDGERS
UAT - AP Aging,Procurement UAT,AP Aging,APAging/APAging,AP Aging (2),DIM_GL_LEDGERS
General Ledger Dashboar,Archive,Balance Sheet Details,GeneralLedgerDashboar/BalanceSheetDetails,GL Balances & GL Inquiry,DIM_GL_LEDGERS
General Ledger Dashboar,Archive,Budget Vs Actuals Details,GeneralLedgerDashboar/BudgetVsActualsDetails,Budget Vs Actuals,DIM_GL_LEDGERS
Revenue Budget Vs Actuals,Archive,Budget Vs Actuals Details,RevenueBudgetVsActuals/BudgetVsActualsDetails,Budget Vs Actuals,DIM_GL_LEDGERS
General Ledger Dashboar,Archive,Budget vs Actual Summary,GeneralLedgerDashboar/BudgetvsActualSummary,Budget Vs Actuals,DIM_GL_LEDGERS
Deferred Revenue Dashboard,Account Receivables,Deferred Revenue Dashboard,DeferredRevenueDashboard/DeferredRevenueDashboard,Deferred Revenue,DIM_GL_LEDGERS
Deferred Revenue Dashboard,Account Receivables,Deferred Revenue Dashboard,DeferredRevenueDashboard/DeferredRevenueDashboard,Deferred Revenue,DIM_GL_LEDGERS
Deferred Revenue Dashboard - PRD,Account Receivables,Deferred Revenue Dashboard,DeferredRevenueDashboard-PRD/DeferredRevenueDashboard,Deferred Revenue,DIM_GL_LEDGERS
Deferred Revenue Dashboard - PRD,Account Receivables,Deferred Revenue Dashboard,DeferredRevenueDashboard-PRD/DeferredRevenueDashboard,Deferred Revenue,DIM_GL_LEDGERS
Deferred Revenue Dashboard_testing,General Ledger,Deferred Revenue Dashboard,DeferredRevenueDashboard_testing/DeferredRevenueDashboard,Deferred Revenue,DIM_GL_LEDGERS
Deferred Revenue Dashboard_testing,General Ledger,Deferred Revenue Dashboard,DeferredRevenueDashboard_testing/DeferredRevenueDashboard,Deferred Revenue,DIM_GL_LEDGERS
Deferred Revenue Dashboard_testing,General Ledger,Deferred Revenue Details,DeferredRevenueDashboard_testing/DeferredRevenueDetails,Deferred Revenue,DIM_GL_LEDGERS
Deferred Revenue Dashboard_testing,General Ledger,Deferred Revenue Details,DeferredRevenueDashboard_testing/DeferredRevenueDetails,Deferred Revenue,DIM_GL_LEDGERS
Department Manager Dashboard - Test1,Archive,Department Manager Dashboard,DepartmentManagerDashboard-Test1/DepartmentManagerDashboard,Purchase Receipt,DIM_GL_LEDGERS
Department Manager Dashboard - Test1,Archive,Department Manager Dashboard,DepartmentManagerDashboard-Test1/DepartmentManagerDashboard,Purchase Receipt,DIM_GL_LEDGERS
Department Manager Dashboard - Test1,Archive,Department Manager Dashboard_bkp,,Purchase Receipt,DIM_GL_LEDGERS
Department Manager Dashboard - Test1,Archive,Department Manager Dashboard_bkp,,Purchase Receipt,DIM_GL_LEDGERS
General Ledger Dashboar,Archive,GL Balances,GeneralLedgerDashboar/GLBalances,GL Balances & GL Inquiry,DIM_GL_LEDGERS
General Ledger Dashboar,Archive,GL Inquiry,GeneralLedgerDashboar/GLInquiry,GL Balances & GL Inquiry,DIM_GL_LEDGERS
General Ledger Dashboar,Archive,Journal Details,GeneralLedgerDashboar/JournalDetails,Journals,DIM_GL_LEDGERS
General Ledger Dashboar,Archive,Journal Line Details,GeneralLedgerDashboar/JournalLineDetails,Journals,DIM_GL_LEDGERS
General Ledger Dashboar,Archive,Journal Summary,GeneralLedgerDashboar/JournalSummary,Journals,DIM_GL_LEDGERS
Department Manager Dashboard - Test,Archive,PO Details,,PO Consolidated,DIM_GL_LEDGERS
Department Manager Dashboard - Test1,Archive,PO Details,,PO Consolidated,DIM_GL_LEDGERS
Department Manager Dashboard - Test1,Archive,PO Details,,PO Consolidated,DIM_GL_LEDGERS
PO Overview Dashboard,Procurement Dev,PO Details,POOverviewDashboard/PODetails,PO Consolidated,DIM_GL_LEDGERS
PO Overview Dashboard,Procurement,PO Details,POOverviewDashboard_16941730215160/PODetails,PO Consolidated,DIM_GL_LEDGERS
PO Overview Dashboard,Procurement Dev,PO Details,POOverviewDashboard/PODetails,PO Consolidated,DIM_GL_LEDGERS
PO Overview Dashboard,Procurement,PO Details,POOverviewDashboard_16941730215160/PODetails,PO Consolidated,DIM_GL_LEDGERS
PO Overview Dashboard - Redesign,Procurement Dev,PO Details,POOverviewDashboard-Redesign/PODetails,PO Consolidated,DIM_GL_LEDGERS
PO Overview Dashboard - Redesign,Procurement Dev,PO Details,POOverviewDashboard-Redesign/PODetails,PO Consolidated,DIM_GL_LEDGERS
PO Overview Dashboard_DEV,Archive,PO Details,POOverviewDashboard_DEV/PODetails,PO Consolidated,DIM_GL_LEDGERS
PO Overview Dashboard_DEV,Archive,PO Details,POOverviewDashboard_DEV/PODetails,PO Consolidated,DIM_GL_LEDGERS
PO Spend Analysis - Test,Archive,PO Details,,PO Consolidated,DIM_GL_LEDGERS
PO Spend Analysis - Test,Archive,PO Details,,PO Consolidated,DIM_GL_LEDGERS
UAT - PO Overview Dashboard,Procurement UAT,PO Details,POOverviewDashboard_16922112623550/PODetails,UAT - PO Consolidated,DIM_GL_LEDGERS
UAT - PO Overview Dashboard,Procurement UAT,PO Details,POOverviewDashboard_16922112623550/PODetails,PO Consolidated,DIM_GL_LEDGERS
Procurement Exceptions,Procurement,PO Entity Mismatch,ProcurementExceptions_16941771085710/POEntityMismatch,PO Consolidated,DIM_GL_LEDGERS
Procurement Exceptions,Procurement,PO Entity Mismatch,ProcurementExceptions_16941771085710/POEntityMismatch,PO Consolidated,DIM_GL_LEDGERS
Procurement Exceptions_DEV,Archive,PO Entity Mismatch,ProcurementExceptions_DEV/POEntityMismatch,PO Consolidated,DIM_GL_LEDGERS
Procurement Exceptions_DEV,Archive,PO Entity Mismatch,ProcurementExceptions_DEV/POEntityMismatch,PO Consolidated,DIM_GL_LEDGERS
UAT - Procurement Exceptions,Procurement UAT,PO Entity Mismatch,ProcurementExceptions_16928023373180/POEntityMismatch,UAT - PO Consolidated,DIM_GL_LEDGERS
UAT - Procurement Exceptions,Procurement UAT,PO Entity Mismatch,ProcurementExceptions_16928023373180/POEntityMismatch,PO Consolidated,DIM_GL_LEDGERS
Department Manager Dashboard - Test1,Archive,PO Entity Mismatch Exception,,Purchase Receipt,DIM_GL_LEDGERS
Department Manager Dashboard - Test1,Archive,PO Entity Mismatch Exception,,PO Consolidated,DIM_GL_LEDGERS
Department Manager Dashboard - Test1,Archive,PO Entity Mismatch Exception,,PO Consolidated,DIM_GL_LEDGERS
Department Manager Dashboard - Test1,Archive,PO Entity Mismatch Exception,,Purchase Receipt,DIM_GL_LEDGERS
PO Spend Analysis - Test,Archive,PO Exceptions,,PO Consolidated,DIM_GL_LEDGERS
PO Spend Analysis - Test,Archive,PO Exceptions,,PO Consolidated,DIM_GL_LEDGERS
Department Manager Dashboard - Test1,Archive,PO Overview,,PO Consolidated,DIM_GL_LEDGERS
Department Manager Dashboard - Test1,Archive,PO Overview,,PO Consolidated,DIM_GL_LEDGERS
PO Overview Dashboard,Procurement,PO Overview,POOverviewDashboard_16941730215160/POOverview,PO Consolidated,DIM_GL_LEDGERS
PO Overview Dashboard,Procurement Dev,PO Overview,POOverviewDashboard/POOverview,PO Consolidated,DIM_GL_LEDGERS
PO Overview Dashboard,Procurement,PO Overview,POOverviewDashboard_16941730215160/POOverview,PO Consolidated,DIM_GL_LEDGERS
PO Overview Dashboard,Procurement Dev,PO Overview,POOverviewDashboard/POOverview,PO Consolidated,DIM_GL_LEDGERS
PO Overview Dashboard - Redesign,Procurement Dev,PO Overview,POOverviewDashboard-Redesign/POOverview,PO Consolidated,DIM_GL_LEDGERS
PO Overview Dashboard - Redesign,Procurement Dev,PO Overview,POOverviewDashboard-Redesign/POOverview,PO Consolidated,DIM_GL_LEDGERS
PO Overview Dashboard_DEV,Archive,PO Overview,POOverviewDashboard_DEV/POOverview,PO Consolidated,DIM_GL_LEDGERS
PO Overview Dashboard_DEV,Archive,PO Overview,POOverviewDashboard_DEV/POOverview,PO Consolidated,DIM_GL_LEDGERS
PO Spend Analysis - Test,Archive,PO Overview,,PO Consolidated,DIM_GL_LEDGERS
PO Spend Analysis - Test,Archive,PO Overview,,PO Consolidated,DIM_GL_LEDGERS
UAT - PO Overview Dashboard,Procurement UAT,PO Overview,POOverviewDashboard_16922112623550/POOverview,UAT - PO Consolidated,DIM_GL_LEDGERS
UAT - PO Overview Dashboard,Procurement UAT,PO Overview,POOverviewDashboard_16922112623550/POOverview,PO Consolidated,DIM_GL_LEDGERS
Department Manager Dashboard - Test1,Archive,PO Receipt Details,,Purchase Receipt,DIM_GL_LEDGERS
Department Manager Dashboard - Test1,Archive,PO Receipt Details,,Purchase Receipt,DIM_GL_LEDGERS
PO Receipts,Procurement Dev,PO Receipt Details,POReceipts/POReceiptDetails,Purchase Receipt,DIM_GL_LEDGERS
PO Receipts,Procurement,PO Receipt Details,POReceipts_16941740839930/POReceiptDetails,Purchase Receipt,DIM_GL_LEDGERS
PO Receipts,Procurement Dev,PO Receipt Details,POReceipts/POReceiptDetails,Purchase Receipt,DIM_GL_LEDGERS
PO Receipts,Procurement,PO Receipt Details,POReceipts_16941740839930/POReceiptDetails,Purchase Receipt,DIM_GL_LEDGERS
PO Receipts,Archive,PO Receipt Details,POReceipts_16941740326750/POReceiptDetails,Purchase Receipt,DIM_GL_LEDGERS
PO Receipts,Archive,PO Receipt Details,POReceipts_16941740326750/POReceiptDetails,Purchase Receipt,DIM_GL_LEDGERS
PO Receipts_DEV,Archive,PO Receipt Details,POReceipts_DEV/POReceiptDetails,Purchase Receipt,DIM_GL_LEDGERS
PO Receipts_DEV,Archive,PO Receipt Details,POReceipts_DEV/POReceiptDetails,Purchase Receipt,DIM_GL_LEDGERS
PO Spend Analysis - Test,Archive,PO Receipt Details,,Purchase Receipt,DIM_GL_LEDGERS
PO Spend Analysis - Test,Archive,PO Receipt Details,,Purchase Receipt,DIM_GL_LEDGERS
UAT - PO Receipts,Procurement UAT,PO Receipt Details,POReceipts_16922123636910/POReceiptDetails,Purchase Receipt,DIM_GL_LEDGERS
UAT - PO Receipts,Procurement UAT,PO Receipt Details,POReceipts_16922123636910/POReceiptDetails,UAT - Purchase Receipt,DIM_GL_LEDGERS
Department Manager Dashboard - Test1,Archive,PO Receipts,,Purchase Receipt,DIM_GL_LEDGERS
Department Manager Dashboard - Test1,Archive,PO Receipts,,Purchase Receipt,DIM_GL_LEDGERS
PO Receipts,Archive,PO Receipts,POReceipts_16941740326750/POReceipts,Purchase Receipt,DIM_GL_LEDGERS
PO Receipts,Archive,PO Receipts,POReceipts_16941740326750/POReceipts,Purchase Receipt,DIM_GL_LEDGERS
PO Receipts,Procurement,PO Receipts,POReceipts_16941740839930/POReceipts,Purchase Receipt,DIM_GL_LEDGERS
PO Receipts,Procurement Dev,PO Receipts,POReceipts/POReceipts,Purchase Receipt,DIM_GL_LEDGERS
PO Receipts,Procurement,PO Receipts,POReceipts_16941740839930/POReceipts,Purchase Receipt,DIM_GL_LEDGERS
PO Receipts,Procurement Dev,PO Receipts,POReceipts/POReceipts,Purchase Receipt,DIM_GL_LEDGERS
PO Receipts_DEV,Archive,PO Receipts,POReceipts_DEV/POReceipts,Purchase Receipt,DIM_GL_LEDGERS
PO Receipts_DEV,Archive,PO Receipts,POReceipts_DEV/POReceipts,Purchase Receipt,DIM_GL_LEDGERS
PO Spend Analysis - Test,Archive,PO Receipts,,Purchase Receipt,DIM_GL_LEDGERS
PO Spend Analysis - Test,Archive,PO Receipts,,Purchase Receipt,DIM_GL_LEDGERS
UAT - PO Receipts,Procurement UAT,PO Receipts,POReceipts_16922123636910/POReceipts,Purchase Receipt,DIM_GL_LEDGERS
UAT - PO Receipts,Procurement UAT,PO Receipts,POReceipts_16922123636910/POReceipts,UAT - Purchase Receipt,DIM_GL_LEDGERS
Revenue Budget Vs Actuals,Archive,Revenue (Budget Vs Actuals),RevenueBudgetVsActuals/RevenueBudgetVsActuals,Budget Vs Actuals,DIM_GL_LEDGERS
Revenue Details,Archive,Revenue Periods-Customer-Product,RevenueDetails/RevenuePeriods-Customer-Product,Revenue Details,DIM_GL_LEDGERS
General Ledger Dashboar,Archive,Sub Ledger Details,GeneralLedgerDashboar/SubLedgerDetails,Sub Ledger,DIM_GL_LEDGERS
Customer Health Scorecard_v1,HealthScore Dev,Account Health Current Month,CustomerHealthScorecard_v1/AccountHealthCurrentMonth,Customer Health Score (local copy),DIM_GL_PERIODS
Customer Health Scorecard ,Customer Health Score,Account Health Summary,CustomerHealthScorecard/AccountHealthSummary,Customer Health Score,DIM_GL_PERIODS
Customer Health Scorecard ,Customer Health Score,Account Health Summary,CustomerHealthScorecard/AccountHealthSummary,Customer Health Score,DIM_GL_PERIODS
Customer Health Scorecard_v1,HealthScore Dev,Account Health Summary,CustomerHealthScorecard_v1/AccountHealthSummary,Customer Health Score (local copy),DIM_GL_PERIODS
Customer Health Scorecard ,Customer Health Score,Account Health Trend,CustomerHealthScorecard/AccountHealthTrend,Customer Health Score,DIM_GL_PERIODS
Customer Health Scorecard ,Customer Health Score,Account Health Trend,CustomerHealthScorecard/AccountHealthTrend,Customer Health Score,DIM_GL_PERIODS
Customer Health Scorecard_v1,HealthScore Dev,Account Health Trend,CustomerHealthScorecard_v1/AccountHealthTrend,Customer Health Score (local copy),DIM_GL_PERIODS
